,wine_alcohol,wine_category,wine_country,wine_description,wine_name,wine_point,wine_price,wine_region,wine_variety,year
2390,19.5,Port/Sherry,Portugal,"This ripe wine has a fine balance between the rich fruits and the acidity. With an edge of tangy dryness as well as some sweetness, the wine's aging is just right. ",Poças NV 10 Years Old White  (Port),90,28,Port,Port,
2391,19.5,Port/Sherry,Portugal,"This is an attractive soft wine, with ripe marmalade flavors that shine with acidity at the end. It is fruity, tangy and well balanced. Poised between sweet and dry, it is ready to drink. ",Butler Nephew & Co NV 10 Years Old White  (Port),90,28,Port,Port,
2392,19.5,Port/Sherry,Portugal,There is fresh lemon here as well as the obvious concentration of a wine that has been aged for so many years in wood. The burnt orange and wood flavors at the end give a strongly tangy edge to the wine. ,Van Zellers 1962 Palmer Colheita White  (Port),90,300,Port,Port, 1962
2393,19.5,Port/Sherry,Portugal,"This is an attractive wine, tangy with both acidity and ripe fruits. It has a rich character and is finely textured and well balanced. This is exemplary. ",Quinta do Vallado NV Branco White  (Port),90,20,Port,Port,
2394,19.5,Port/Sherry,Portugal,"Ripe orange-marmalade flavors show strongly in this wine with its balance between acidity and sweetness. It is an perfumed wine, tangy with the wood aging. ",Quinta do Mourão NV São Leonardo 10 Years Old White  (Port),91,48,Port,Port,
2395,19.5,Port/Sherry,Portugal,"A rich while still dry wine, this is concentrated and dense with old wood flavors. It has a sense of old gold and spice, along with acidity that adds a tangy edge to the dryness. ",C. da Silva NV Dalva 40 Anos Dry White  (Port),91,150,Port,Port,
2396,19.5,Port/Sherry,Portugal,The wine's acidity comes as much from the wood as from the mature fruits. That gives a dry zesty style with the bite of spice showing strongly. It's as much a wine for food as for sipping. ,J. H. Andresen NV 20 Year Old White  (Port),91,20,Port,Port,
2397,19.5,Port/Sherry,Portugal,"This is a tangy tight wine with plenty of acidity and wood flavors to balance against the fresh lemon fruitiness. Its medium-sweet style is attractive, leaving a bite and tang of spirit and wood at the end. ",C. da Silva 2007 Dalva White Colheita  (Port),91,35,Port,Port, 2007
2398,19.5,Port/Sherry,Portugal,"Firm, dry and showing its wood aging quite strongly, this is a tangy zesty wine with acidity as well as fresh fruits. Its dry style gives a strong bite of acidity at the end. ",Van Zellers 2007 Colheita White  (Port),91,35,Port,Port, 2007
2399,19.5,Port/Sherry,Portugal,The concentration of this wine with its long wood aging is never excessive. The acidity keeps the wine's freshness in place while also leaving plenty of room for mature marmalade flavors. ,Quevedo NV 30 Years White  (Port),91,99,Port,Port,
2400,19.5,Port/Sherry,Portugal,"Rich and jammy with deliciously fresh lemon-curd flavors to balance, this is a fruity wine. Its acidity sits well with the ripe toffee and marmalade flavors to give an immediately attractive aftertaste. ",Niepoort NV 10 Anos White  (Port),91,40,Port,Port,
2401,19.5,Port/Sherry,Portugal,"This sweet style of Port is surprisingly soft for its age. It has concentration, of course, but also a ripe orange edge that has remained even as the wine has aged. ",C. da Silva 1963 Golden White Colheita  (Port),91,220,Port,Port, 1963
2402,20.0,Dessert,US,"This luxurious, dark and brooding dessert wine has the complexity of a well-aged Port and the opulent, concentrated fruit content of a blackberry sauce. It is full bodied, quite sweet, rich in texture and very long on the finish. ",Cabana Wines 2008 Harbour Red (Lodi),92,40,California,Red Blends, 2008
2403,19.5,Port/Sherry,Portugal,"This wine, balanced between acidity and mature fruits, shows attractive juicy wood aging as well as tangy bitter orange marmalade flavors. It shows age while managing to preserve the freshness of acidity. ",Vallegre NV Vista Alegre 20 Year Old White  (Port),92,58,Port,Port,
2404,19.5,Port/Sherry,Portugal,"Rich, jammy and full of sweet orange flavors, this is a rounded wine with a smooth texture. Its acidity is just right to balance this richness, giving a very fine delicious wine. ",Kopke 2007 Colheita White  (Port),92,57,Port,Port, 2007
2405,19.5,Port/Sherry,Portugal,"Wood and spice mingle comfortably in this rich, medium-dry wine. It has intense acidity from the wood as well as richness from the mature burnt orange flavors. It is concentrated and delicious. ",C. da Silva NV Dalva 20 Anos Dry White  (Port),93,52,Port,Port,
2406,19.5,Port/Sherry,Portugal,"This mature wine is ripe and balanced with a fine poise between the wood aging and rich bitter orange flavors. The spice and tight edge of wood give the wine shape, aided by the acidity at the end. ",Van Zellers 2004 Palmer Colheita White  (Port),93,45,Port,Port, 2004
2407,19.5,Port/Sherry,Portugal,This sweet-styled wine shows a fine intensity as well as soft toffee flavors. The concentration of the long wood aging has still managed to keep some freshness from wood acidity as well as tangy oranges. The wine is balanced and finely perfumed. ,Vallegre NV Vista Alegre 40 Anos White  (Port),93,185,Port,Port,
2408,19.5,Port/Sherry,Portugal,"This beautifully balanced wine is rich and concentrated without any sign of excess. Its fine ripeness is a product of the long wood aging, the evaporation and the density of the wine. It is very fine. ",J. H. Andresen NV 40 Year Old White  (Port),94,40,Port,Port,
2409,19.5,Port/Sherry,Portugal,The wine has a dry bite to it that gives the wine some structure. It has a rich smooth aftertaste that brings out both dryness and acidity. ,Vallegre NV Fine White  (Port),88,11,Port,Port,
2410,19.5,Port/Sherry,Portugal,"This ripe wine is on the dry side, with spice, wood and acidity. Concentrated and full of rich flavors, with a finish that enhances the spirit, this is a fine wine. ",Barros NV Lágrima White  (Port),88,18,Port,Port,
2411,19.5,Port/Sherry,Portugal,"This smoothly textured, balanced wine is ripe and poised between sweetness and dryness. The sweetness comes from a honeyed character while the dryness comes through the spirit and spice. ",Kopke NV Fine White  (Port),88,18,Port,Port,
2412,19.5,Port/Sherry,Portugal,This tangy fruity wine is sweet but with enough acidity. It is light and attractive. Its perfumed aftertaste is an important element of its balance. ,Delaforce NV White  (Port),88,15,Port,Port,
2413,19.5,Port/Sherry,Portugal,"This is a ripe jammy wine, with a dry edge that balances the lemon-curd flavors and the sweetness. It is tangy with a bite of the spirit showing strongly. ",Bulas NV White Reserve  (Port),88,17,Port,Port,
2414,19.5,Port/Sherry,Portugal,"Light and with perfumed hints along with spice, this is a smoothly textured wine. Its burst of acidity goes well with the sweet aftertaste. ",Niepoort NV White  (Port),88,15,Port,Port,
2415,19.5,Port/Sherry,Portugal,"Sweet, ripe and soft, the wine has a rounded character that is balanced by the tang of lemon acidity. It is rich, full of fruit, with hints of the wood aging and spirit showing at the end. ",J. H. Andresen NV 10 Year Old White  (Port),89,10,Port,Port,
2416,19.5,Port/Sherry,Portugal,"Very sweet, this wine is all about intense caramel flavors. Its richness and concentration are immense, perhaps almost overpowering because the fresh edge is missing. ",Quinta do Mourão NV São Leonardo 20 Years Old White  (Port),89,139,Port,Port,
2417,19.5,Port/Sherry,Portugal,"The wine brings fine acidity and a sense of age, along with a touch of toffee, to the taste. It is balanced, fresh at the end, with attractive acidity. ",Rozes NV Colors Collection White Reserve  (Port),89,22,Port,Port,
2418,19.5,Port/Sherry,Portugal,This ripe toffee and caramel flavored wine is balanced by the acidity and fruity aftertaste. It shows some touches of wood as well as ripe orange acidity to finish. ,Quinta Santa Eufemia NV 10 Anos White  (Port),89,25,Port,Port,
2419,19.5,Port/Sherry,Portugal,"This smooth ripe wine is poised between rich honey and acidity. It is concentrated, touched with spirit and gifted with an attractively rich aftertaste. ",Ramos-Pinto NV Lágrima White  (Port),89,18,Port,Port,
2420,19.5,Port/Sherry,Portugal,"This fruity wine shows perfumed persimmon and bitter orange flavors. They are balanced by the acidity, both from fruit and from wood aging. Its medium-sweet style is well balanced. ",Quinta Seara d'Ordens NV 10 Anos White  (Port),89,35,Port,Port,
2421,19.5,Port/Sherry,Portugal,This attractive full-bodied wine has an unctuous texture and crystallized lemon flavors. It is soft and perfumed with just enough acidity at the end. ,Kopke NV Dry White  (Port),89,19,Port,Port,
2422,19.5,Port/Sherry,Portugal,"This rich style is shot through with acidity, old wood flavors and juicy lemon. It is fresh with great fruitiness as well as the wood flavors. Between them, they have produced a wine that finishes with great acidity. ",Van Zellers NV Maynard's 10 Year Old White  (Port),90,56,Port,Port,
2423,19.5,Port/Sherry,Portugal,"Fresh and fruity with lemon and orange flavors, this is a tangy, zesty wine that bursts with acidity and bright fruitiness. It is concentrated, ripe and certainly dry. ",Domingos Alves de Sousa NV Quinta da Gaivosa White 10 Years Old  (Port),90,35,Port,Port,
2424,19.5,Port/Sherry,Portugal,"Because of its sweetness, this wine has a surprisingly fresh fruity character. That is balanced by the acidity and crisp lemon flavors to give a wine that is still lively and bright. ",Van Zellers 1989 Maynard's Colheita White  (Port),90,70,Port,Port, 1989
2425,19.5,Port/Sherry,Portugal,"Ripe and full of orange marmalade and yellow fruit flavors, this is a sweet wine. Its richness is balanced by the strain of acidity at the end to produce a fragrant wine that finishes with a bite of wood. ",Vallegre 2008 Vista Alegre Colheita Branco White  (Port),90,32,Port,Port, 2008
2426,19.5,Port/Sherry,Portugal,"This smoothly textured wine is ripe, generous and rich. It has delicious honey and lemon flavors that are enhanced by the baked apple flavors. This is a fine wine. ",Quinta do Portal NV Lágrima White  (Port),90,20,Port,Port,
2427,19.5,Port/Sherry,Portugal,"Fresh with acidity as well as with a bite of spirit, this is a dry wine that brings out freshness as well as density. Concentration and a firm texture give the Port shape. ",Vallegre NV Vista Alegre Lágrima White  (Port),90,13,Port,Port,
2428,19.5,Port/Sherry,Portugal,"A perfumed wine that has strongly tangy character as well as acidity, this is fresh, hinting at sweetness and bitter orange marmalade. ",Sandeman NV Apitiv Reserva Branco White  (Port),87,18,Port,Port,
2429,19.5,Port/Sherry,Portugal,Fruity apple aromas give this wine a soft light character. It is light both in color and texture—an attractive wine that could be a great basis for a cocktail. ,Quinta do Noval NV Noval Fine White  (Port),87,18,Port,Port,
2430,19.5,Port/Sherry,Portugal,"This is a pretty wine with acidity as well as some tangy, perfumed fruits. Its concentration, edged with sweet toffee, is intense. ",Porto Réccua NV Branco Dry White  (Port),87,16,Port,Port,
2431,19.5,Port/Sherry,Portugal,This ripe style shows fruit as well as a core of dryness that comes from both short wood aging and spirit. It has a dry aftertaste. ,Martha's Wines NV Fine White  (Port),87,13,Port,Port,
2432,19.5,Port/Sherry,Portugal,"Balanced and with fine acidity as well as perfumes, this wine has a round, smooth texture. It is cut with the spirit and the bite of almonds that leave a ripe generous aftertaste. ",Krohn NV Lágrima White  (Port),87,14,Port,Port,
2433,19.5,Port/Sherry,Portugal,"Lightly perfumed and with attractive fruit, this is a honeyed wine. Fresh orange and spice flavors come through the unctuous texture. ",Cálem NV Fine White  (Port),87,17,Port,Port,
2434,19.5,Port/Sherry,Portugal,This smoothly textured wine is rich with attractive apple as well as ripe and balanced spice and fruitiness. Its bite of spirit gives the wine an attractive lift. ,Porto Réccua NV White  (Port),87,13,Port,Port,
2435,19.5,Port/Sherry,Portugal,"This light wine is full of orange fruits, with acidity as well as sweetness well in balance. It has freshness from easy acidity. ",Fonseca NV Siroco White  (Port),87,15,Port,Port,
2437,19.5,Port/Sherry,Portugal,"Perfumed from the touch of Muscat grape in the blend, this is an aromatic wine, with attractive fruitiness that still allows room for some acidity. ",Real Companhia Velha NV Royal Oporto Extra-Dry White  (Port),88,17,Port,Port,
2438,19.5,Port/Sherry,Portugal,"This fruity style is also concentrated. Poised between the rich lemon and orange fruitiness and the touches of wood aging, the wine is balanced and medium sweet. ",Quinta do Portal NV 10 Year Old Aged White  (Port),88,25,Port,Port,
2439,19.5,Port/Sherry,Portugal,"This dry wine, with its flavors of wood acidity, is firmly textured. Spice and flavors of the wood aging are integrated with the lemon fruits to give a tight tangy style. ",Vallegre NV Vista Alegre 10 Years Old White  (Port),88,30,Port,Port,
2440,19.5,Port/Sherry,Portugal,"The wine has an unctuous smooth texture that is lifted by acidity as well as ripe apple flavors. It is balanced, fruity with a honeyed aftertaste. ",Porto Réccua NV Branco Lágrima White  (Port),88,15,Port,Port,
2441,19.5,Port/Sherry,Portugal,"This gold-colored wine has a touch of wood aging along with acidity and spice. It is perfumed and fresh, finishing with dryness. ",Lusovini NV Cambridge Ice White  (Port),88,18,Port,Port,
2442,19.5,Port/Sherry,Portugal,Hints of toffee amongst all the sweetness give this wine some balance between freshness and richness. Its burnt caramel edge is balanced by the tangy orange at the end. ,Quinta Seara d'Ordens NV Extra Dry White  (Port),88,11,Port,Port,
2443,19.5,Port/Sherry,Portugal,"With its fruity perfumed character, this is a light, bright Port. It is softly textured with some sweetness as well as acidity to balance. The aftertaste has a honeyed character. ",Quinta do Pessegueiro NV White  (Port),88,23,Port,Port,
2444,19.5,Port/Sherry,Portugal,"A ripe wine, with intense sweetness as well as a perfumed character, this is concentrated and tangy, hinting at burnt orange. ",Taylor Fladgate NV Chip Dry White  (Port),88,16,Port,Port,
2445,19.5,Port/Sherry,Portugal,Touches of caramel aromas are taken through to the ripe texture. They give the Port richness with smoothness and a fine bite of spirit at the end. ,Quevedo NV Lágrima White  (Port),88,25,Port,Port,
2446,19.5,Port/Sherry,Portugal,"This is a sweet style, with touches of wood, marmalade and balanced acidity. It is rich, with a fresh edge at the end. ",Ramos-Pinto NV Adriano White Reserva  (Port),88,18,Port,Port,
2447,13.5,Red,Portugal,"Named after the dovecote on the Vesuvio estate, this wine comes from low-yield vines. It is certainly concentrated while preserving plenty of open fruit. The black-cherry and blackberry flavors are combined with some firm dry tannins that will allow the wine to age further. Drink from 2019. ",Quinta do Vesuvio 2015 Pombal do Vesuvio Red (Douro),91,26,Douro,Portuguese Red, 2015
2448,19.5,Port/Sherry,Portugal,"This is the latest in a series of special releases under the Six Grapes label. It comes from Graham's south-facing vineyards on the Douro north bank. The wine is of vintage Port quality—rich, but with some fine tannins. The jammy red fruits are lifted by acidity and by the fine perfumed character. Drink the wine now. ",W. & J. Graham's NV Six Grapes Special River Edition Reserve  (Port),92,42,Port,Port,
2449,21.0,Port/Sherry,Portugal,"In terms of aged vintage tawnies, this beautiful wine is relatively young. That means the fruit is still there, hinting at bold red fruits as well as the dried fig and sultana flavors that have also emerged. The wine is finely balanced with its rich texture and poise coming in between dry and sweet. Drink now. ",Quinta do Noval 2003 Colheita Tawny  (Port),93,60,Port,Port, 2003
2450,20.0,Port/Sherry,US,"Made in the style of a classic Port, this powerhouse of a sweet wine combines opulent fruit flavors with richness and body, balanced by bracing acidity and a generous shot of fine tannins. With a little time, violet, dark chocolate, raspberry and fig nuances roll across the palate, blending with the boysenberry fruit for a complex and layered finish. ",Occasio NV Opportunity Port (Livermore Valley),94,35,California,Port,
2451,13.5,Red,Portugal,"This is a very fine from the great Port estate. With dark tannins, a mineral texture and rich fruits it is a real Douro wine. But there is also a great sense of elegance that may come from the property's Bordeaux management team. Put the two together and you have a great wine that will age well. Drink from 2019. ",Quinta do Noval 2014 Red (Douro),95,87,Douro,Portuguese Red, 2014
2452,14.5,Red,Portugal,This is the latest vintage from the always impressive long-running joint venture between the Symington family in Portugal and Bordeaux wine consultant Bruno Prats. The wine is elegant and structured with nothing to excess. It has delicious black-currant fruit as well as a core of firm tannins. It is a wine for aging: ripe while so poised. Drink from 2020. ,Prats & Symington LDA 2014 Chryseia Red (Douro),95,78,Douro,Portuguese Red, 2014
2453,17.0,Port/Sherry,Spain,"A black color with a gold rim and thick legs greasing up the glass are telling, meaning this is a heavyweight. Aromas are oddly floral, like violets mixed with pencil eraser. This is well into the syrupy realm, with flavors of Mexican spiced chocolate. A slightly off mix of caramel and peppery flavors closes this out. ","Bodegas Toro Albala, SL 1987 Don PX Gran Reserva Pedro Ximénez (Montilla-Moriles)",88,52,Andalucia,Pedro Ximénez, 1987
2454,17.0,Port/Sherry,Spain,"While this breathes alcohol, there's also requisite caramel, fig and chocolate aromas on the nose of this heavy Pedro Ximénez. Flavors of raw honey and caramel dominate a syrupy finish. Consider this for an ice cream topping rather than as a drink. ","Bodegas Toro Albala, SL 2014 Don PX Vino Natural Pedro Ximénez (Montilla-Moriles)",89,24,Andalucia,Pedro Ximénez, 2014
2455,16.0,Port/Sherry,Spain,"Alvear is one of Spain's most consistent producers of sweet wines. This vintage Pedro Ximénez is big but fresh on the nose, with apricot and caramel aromas and some heat. A creamy, thick palate is a bit syrupy, while buttered toffee flavors are rich on a highly viscous finish. ",Alvear 2014 de Añada Pedro Ximénez (Montilla-Moriles),91,26,Andalucia,Pedro Ximénez, 2014
2456,15.0,Red,US,"Almost as big as a Port, but not sweet, this densely concentrated but surprisingly gentle wine offers opulent, ripe and almost jammy berry flavors that coat the palate and cling to the sides of the mouth long after each sip. It's technically dry, but so rich with blackberry and cassis flavors that it seems sweet from the first aroma to the lingering finish. It will be best after 2024. ",Renwood 2014 Grand Wren Zinfandel (Amador County),95,100,California,Zinfandel, 2014
2457,16.0,Port/Sherry,Spain,"One of the world's best PX wines is Solera 1927, the pride of Alvear. Whatever solera stocks went into this bottling were well selected. Aromas of maple and fine wood turn to fig and caramel. Saturation and weight on the palate are expected, but this has some (though not a lot) acidic cut. Deep flavors of fig and Nutella finish with nuttiness and warmth. Drink or hold. ",Alvear NV Solera 1927 Pedro Ximénez (Montilla-Moriles),96,30,Andalucia,Pedro Ximénez, 1927
2458,20.0,Port/Sherry,Portugal,"With hints of vanilla as well as black currants, this wine still needs to come into balance. It has attractive fruitiness along with tannins, but it is still young. Drink from 2027. ",Kopke 2015 Quinta São Luiz Vintage  (Port),87,55,Port,Port, 2015
2459,20.0,Port/Sherry,Portugal,"This wine is light in body but heavily perfumed. Clean fruit shows on the palate, with an addition of geranium aromas. ",Quinta do Vale Meão 2015 Vintage  (Port),87,80,Port,Port, 2015
2460,19.5,Port/Sherry,Portugal,"This is a rich wine in a dry style for Port, bringing out the red fruits as well as dried fruits and acidity. It's structured and firm while also fruity. Because it has been bottled unfiltered, it will age further and will be at its best from 2019. ",Quinta da Romaneira 2012 Late Bottled Vintage  (Port),88,25,Port,Port, 2012
2461,19.5,Port/Sherry,Portugal,"Foot treading during fermentation, plus aging in French oak or large vats for four years makes this a special sort of Ruby. It is in a dry style, with a good balance between the wood and the juicy red-berry fruits. The wine is ready to drink. ",Quinta do Sagrado NV Fine Ruby  (Port),88,19,Port,Port,
2462,,Port/Sherry,Portugal,"This dry style of white Port offers caramel and dried-fruit flavors, with hints of apricots in the background. The contrast and dryness come from spicy wood flavors from the old-barrel aging. Drink now. ",Messias NV 10 Years White  (Port),88,40,Port,Port,
2463,20.0,Port/Sherry,Portugal,"Passion-fruit aromas are mingled with a strongly perfumed character that comes from Touriga Nacional and Touriga Franca. It is ripe with some firm structure, powered with dark tannins as well as this hugely perfumed fruit. Drink from 2026. ",Duorum 2015 Vintage  (Port),88,90,Port,Port, 2015
2464,20.0,Port/Sherry,Portugal,"The wood aging has retained the fruitiness of a young Port while adding a sweeter, toffee character. That makes this a very accessible Colheita tawny, rich while not too intense. It is ready to drink. ",Poças 2007 Colheita  (Port),88,40,Port,Port, 2007
2465,20.0,Port/Sherry,Portugal,"This LBV has many of the structural hallmarks of a fine Vintage. The extra wood aging has smoothed the tannins to make a perfumed, ripe wine. Dried fruits mingle with red fruits and acidity to give a rich wine that is ready to drink. ",Poças 2012 Late Bottled Vintage  (Port),89,30,Port,Port, 2012
2469,15.0,Port/Sherry,Spain,"Yeasty chunky aromas of vanilla and butter are not as fresh and precise as you'd like to see from manzanilla. This feels oily and grippy, while salty, yeasty flavors finish plump and a bit out of shape. ",Bodegas Yuste NV Aurora Manzanilla Sherry (Jerez),86,18,Andalucia,Sherry,
2470,18.0,Port/Sherry,Spain,"Textbook amontillado aromas of butter, peanut, caramel and brine precede a fresh high-energy palate that's fueled by acidity. Nutty flavors of toffee include plenty of salt and some smoke, while this finishes long and slightly fiery. ",Pemartín NV Amontillado Palomino (Jerez),88,13,Andalucia,Palomino,
2471,15.0,Port/Sherry,Spain,"Despite initial yeasty, bready aromas, this benchmark mass-market fino has popping acidity that adds spine and zest to an otherwise oily feeling palate. Lightly buttery white-fruit flavors are mildly salty on the finish, sort of like saltines. ",Tio Pepe NV Fino Muy Seco Palomino (Jerez),89,20,Andalucia,Palomino,
2472,18.5,Port/Sherry,Spain,"This here is classic amontillado. Aromas of toffee, nuts and dried stone fruits set up a round, racy but regular palate. Salted caramel is key to a fresh traditional flavor profile, while bracing lively acidity creates length on a standard tasting finish. ",Lustau NV Amontillado Los Arcos Dry Sherry (Jerez),89,16,Andalucia,Sherry,
2473,15.0,Port/Sherry,Spain,"Mild aromas of butter, hay and sea water feed into a crisp fresh palate that's punchy and solid. Lightly salted briny white-fruit flavors are classic for a fino, while this offers hints of vanilla and white pepper on the back end. ",Pemartín NV Fino Palomino (Jerez),89,13,Andalucia,Palomino,
2474,15.0,Port/Sherry,Spain,"Wood resin, green melon and a slight whiff of gasoline comprise the nose on this fresh refined manzanilla. Spiced apple, sea salt and sautéed white mushroom flavors are lasting on a healthy semicomplex finish. ",Bodegas Yuste NV La Kika Manzanilla Sherry (Manzanilla-Sanlúcar de Barrameda),90,30,Andalucia,Sherry,
2475,15.0,Port/Sherry,Spain,"Pine resin, apple and sea brine aromas set up a plump palate with a slick mouthfeel. Dry slightly bitter melon and salty flavors finish long and briny, which is standard for a well-made fino like this. ",González Byass NV Tio Pepe Fino En Rama Palomino (Jerez),90,26,Andalucia,Palomino,
2476,18.5,Port/Sherry,Spain,"A pure refined bouquet of butterscotch, caramel, spice and dried apricot aromas is appealing. This feels elegant and complete. Flavors of toasted nuts, salt, malt and stone fruits finish long, properly sharp and nutty. ",Lustau NV Rare Amontillado Escuadrilla Dry Sherry (Jerez),90,25,Andalucia,Sherry,
2477,17.5,Port/Sherry,Spain,"Dusty toffee and dried stone-fruit aromas are pure and inviting. This is ultra crisp and fresh, with ripping acidity. Flavors of toffee, salted peanuts and sharp-leaning dry white fruits finish racy and with precision. This is a classic complex amontillado purchased from the cellar of Manuel Cuevas Jurado. ",Lustau NV Almacenista Manuel Cuevas Jurado Amontillado de Sanlúcar de Barrameda Sherry (Jerez),92,30,Andalucia,Sherry,
2478,18.5,Port/Sherry,Spain,"Flawless on the nose, this amontillado purchased from the solera of Señor González Obregón is full of lift, power and toffee on the nose. There's zero excess weight to the palate, which features flavors of nuts, salt, caramel and dried apricot. On the finish, a hint of buttered toast offers an umami offset to acid-driven raciness. ",Lustau NV Almancenista José Luis González Obregón Amontillado del Puerto Sherry (Jerez),93,30,Andalucia,Sherry,
2479,18.0,Dessert,US,"Ripe and sweet blackberry jam and dried fig flavors fill out this Port-style sweet wine. Good doses of tannin and acidity keep it structured enough to not feel cloying, lending a little textural grip. ",Casto Oaks 2014 Syrah Port (Sierra Foothills),86,12,California,Port, 2014
2480,13.0,Red,Portugal,"In terms of price, this wine can be considered the entry-level wine for the increasing range of Douro wines form this famed Port estate. This wine is all about fruit—bright red fruits—and just a touch of spice and toast from the wood aging. Drink the wine from early 2018. ",Quinta do Noval 2015 Maria Mansa Red (Douro),87,15,Douro,Portuguese Red, 2015
2481,13.5,Red,Portugal,"A ripe and smooth wine that has generous black fruits and a light touch of tannins. Coming from a good vintage, the wine is rich, packed with fruit and ready to drink. ",Symington Family Estates 2015 Altano Red (Douro),87,10,Douro,Portuguese Red, 2015
2482,14.0,Red,Portugal,"Produced from vines used to supply grapes for Dow's, a Symington Port, this is an easy open wine with attractive acidity as well as red-berry fruits. It has a fresh character that gives the wine its lift and fruitiness. Drink now. ",Symington Family Estates 2015 Vale do Bomfim Red (Douro),88,13,Douro,Portuguese Red, 2015
2483,18.0,Port/Sherry,US,"Sweetness and dried fruit intensity are the hallmarks of this smooth, soft, fortified dessert wine. Raisin and prune aromas dominate the nose while boysenberry and blackberry jam flavors are so rich they coat the tongue and sides of the mouth. ",Parducci 2012 Reserve Port (Mendocino),88,33,California,Port, 2012
2484,14.0,Red,Portugal,"The wine comes from Symington vineyards in the Douro Superior, recognized as a top Douro region for red wines. This wood-aged wine has spice and some firm tannins giving it richness and concentration. It also has juicy black fruits and acidity that keep the wine crisp and fruity. Drink from 2018. ",Symington Family Estates 2014 Altano Reserva Red (Douro),90,25,Douro,Portuguese Red, 2014
2485,17.5,Port/Sherry,Spain,"Dusty aromas of maple, honey and peanut brittle are a touch hollow. This feels solid but inexact, with a touch of acidic burn to the palate. Salty nutty flavors are proper, while the finish continues along the same salty nutty path. ",Bodegas Yuste NV Aurora Oloroso Sherry (Jerez),88,18,Andalucia,Sherry,
2486,21.0,Port/Sherry,Spain,"This is more brown than burnished gold in color, while it smells of toffee, brandy and maple syrup. Salty caramel and peanut flavors finish like a peanut butter cookie bathed in salt. While this definitely works, it's not registering as the outstanding Sherry the price and packaging would suggest. ",Bodegas Yuste NV Conde de Aldama Palo Cortado Palomino (Jerez),89,175,Andalucia,Palomino,
2488,19.0,Port/Sherry,Spain,"An initial blast of butter and sweaty cheese settles with airing, but this amontillado remains aggressive and demanding up front. In the mouth, this is correct in feel and balance. Saline-rich flavors of walnut, peanut and mushroom finish steady. ",Alvear NV Amontillado Carlos VII Pedro Ximénez (Montilla-Moriles),90,32,Andalucia,Pedro Ximénez,
2489,19.0,Port/Sherry,Spain,"This dry oloroso opens with aromas of toffee and peanut oil, followed by a hint of carpet dust. A full lusty high-powered palate delivers lightly burnt caramel and peanut brittle flavors. A long and lasting finish is driven by flavors of salted caramel and a distant note of chocolate. ",Alvear NV Oloroso Ascuncion Pedro Ximénez (Montilla-Moriles),91,32,Andalucia,Pedro Ximénez,
2490,15.0,Red,US,"Port-like cedary aromas and mature flavors mark this full-bodied, ripe and broad-textured wine. It's tasty in a superripe way, although the high alcohol is apparent on the finish. ",Longevity 2013 Petit Verdot (Lodi),85,28,California,Petit Verdot, 2013
2491,14.4,Red,US,This behemoth of a wine grabs your attention with its deep color and late harvest aromas then coats the palate with superripe cherry and baking spice flavors. It comes across as Port-like despite its dryness and very firm tannins. Best after 2022. ,Las Positas 2013 Estate Cabernet Sauvignon (Livermore Valley),87,52,California,Cabernet Sauvignon, 2013
2492,20.0,Port/Sherry,Portugal,"A surprisingly accessible, fruity vintage Port for its mere three years of age, this has a touch of spirit underlying its ripe blackberry fruit and sweetness. Not from a generally declared vintage, it is already delicious and will be best from 2018. ",Rozes 2013 Quinta do Pégo Vintage  (Port),87,60,Port,Port, 2013
2493,14.5,Red,Portugal,"At the western edge of the main Port vineyards, this estate is as well placed for fine wine as for Port. This richly structured Touriga Nacional has attractive acidity, perfumed black fruit and robust, tight tannins. With its wood aging, it's made to age. Drink from 2021. ",Quinta do Vallado 2014 Touriga Nacional (Douro),91,60,Douro,Touriga Nacional, 2014
2494,20.0,Port/Sherry,Portugal,"This is a limited quantity release from the Kopke's stock of aged Ports. At 40 years, the wine has become concentrated, intense and almost unbearable in its acidity and spirit. It's a great bottling although much less drinkable than other aged White Ports in their range. ",Kopke NV 40 Years Old White  (Port),91,150,Port,Port,
2495,20.0,Port/Sherry,Portugal,"Even in a year that was not generally “declared” in Port parlance, this estate has produced a fine, full and richly endowed vintage Port. With its blackberry fruit still juicy and upfront, it is still young but delicious now, in a not-too-sweet style that should, ideally, be cellared until 2025. ",Quinta de la Rosa 2014 Estate Bottled Vintage  (Port),92,65,Port,Port, 2014
2496,20.0,Port/Sherry,Portugal,"Like their more familiar aged tawny counterparts, aged white Ports take on color as they age. This 10-year-old is pale gold in the glass. While its fruitiness remains, it's beginning to show more woody, spicy character. Like all aged Ports, it's ready to drink now. ",Kopke NV 10 Years Old White  (Port),92,39,Port,Port,
2497,19.5,Port/Sherry,Portugal,"This single quinta Vintage Port comes from a site in the hot, steep Rio Torto valley more often associated with the producer's 20-year-old tawnies. It's a smoothly ripe wine with dry tannins and black fruit, contrasted with a sweeter jammy character and well-integrated spirit. It will age for many years and will be best from 2025. ",Ramos-Pinto 2014 Quinta do Bom Retiro Vintage  (Port),93,70,Port,Port, 2014
2498,20.0,Port/Sherry,Portugal,"Dark gold in color, this Port relishes its age. Like an aged tawny, it has lost its fruit at this mature stage, while gaining the rich, intense character that comes from long wood aging. It has concentrated acidity and a long, lingering aftertaste. Drink now. ",Kopke NV 30 Years Old White  (Port),94,89,Port,Port,
